picUrl,priceRange1,productId,minQuantity,name,subCategoryType,category,date,quantity,priceRange2,price,warrentyType,description,priceRange3,company,priceRange4,subCategory,discount,priceRange5
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/METAL%20BOX%20AND%20DISTRIBUTION%20BOX%2FDB%20BOX(Distribution%20Box)%2FHeavy%20Metal%20DB%20box%2F4%20way%20Db%20Box%20_f6971b54-025b-4385-a03a-ce5ad29115a2.png?alt=media&token=f5c4b0ca-1ef3-4814-9be1-9a0756f2e02c,"[1.0, 10.0, 680.0]",f6971b54-025b-4385-a03a-ce5ad29115a2,1.0,4 way Db Box ,Heavy Metal DB box,METAL BOX AND DISTRIBUTION BOX,2022-01-04 10:13:21.523000+00:00,100.0,"[0.0, 0.0, 0.0]",680.0,No Guarantee,"240/415 volt
","[0.0, 0.0, 0.0]",MILLBORN,"[0.0, 0.0, 0.0]",DB BOX(Distribution Box),20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FANGLE%20GRINDER%20%2FAngle%20Grinder%20Gautam%20shree%20Gold_4450e0fe-3c64-4463-a5ed-176d75b6b34a.png?alt=media&token=06467783-bd7e-4f91-9c57-43ca0e6c4cdb,"[1.0, 100.0, 3499.0]",4450e0fe-3c64-4463-a5ed-176d75b6b34a,1.0,Angle Grinder Gautam shree Gold,ANGLE GRINDER ,MACHINERY  & Tools,2022-01-07 06:41:10.354000+00:00,100.0,"[0.0, 0.0, 0.0]",3499.0,No Guarantee,"220v/50hz
850W
11000rpm","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FWega%2F7W%20Led%20Bulb%20B22%2FE27%20_e3fe0f2e-3ebd-4034-bec1-af5d3638a257.png?alt=media&token=ee8a495e-d255-4edc-b6b2-7f70c262a58c,"[1.0, 5.0, 150.0]",e3fe0f2e-3ebd-4034-bec1-af5d3638a257,1.0,7W Led Bulb B22/E27 ,Wega,LIGHT ITEMS ,2021-12-20 07:10:05.029000+00:00,1000.0,"[6.0, 10.0, 120.0]",150.0,1 Year,"Light Effect 100Lm
Led chip 2835
Voltag 100-240v
life :-25000
Luminous Flux :-450-500lm","[11.0, 50.0, 115.0]",WEGA,"[51.0, 100.0, 110.0]",LED BULB,25.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FWega%2F15W%20Led%20Bulb%20B22%2FE27%20_aaf54610-c7d2-4978-b4e2-0aaf83f3bdb9.png?alt=media&token=1c8a391f-b901-4b02-bb7b-d228a23d7313,"[1.0, 2.0, 275.0]",aaf54610-c7d2-4978-b4e2-0aaf83f3bdb9,1.0,15W Led Bulb B22/E27 ,Wega,LIGHT ITEMS ,2021-12-20 07:14:44.888000+00:00,1000.0,"[3.0, 5.0, 260.0]",275.0,1 Year,"Light Effect 100Lm
Led chip 2835
Voltag 100-240v
life :-25000
Luminous Flux :-450-500lm","[6.0, 10.0, 250.0]",WEGA,"[11.0, 50.0, 175.0]",LED BULB,25.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FANGLE%20GRINDER%20%2FAngle%20Grinder%20Totol%20_e08e5e3d-857b-4301-9d1c-9fea496f6492.png?alt=media&token=bf3f2d93-5753-45f4-9706-2f9bf83df097,"[1.0, 100.0, 3199.0]",e08e5e3d-857b-4301-9d1c-9fea496f6492,1.0,Angle Grinder Totol ,ANGLE GRINDER ,MACHINERY  & Tools,2022-01-07 06:36:42.887000+00:00,100.0,"[0.0, 0.0, 0.0]",3199.0,No Guarantee,"220v/50hz
850W
11000rpm","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FSIGNATURE%20LED%20BULB%2F5%20W%20le%20bulb%20B22%2FE27%20_de9bac9a-f59b-4f23-9130-4c24eb5ba2da.png?alt=media&token=343ee210-c5c9-4e07-ab14-ef3c2c696646,"[1.0, 5.0, 150.0]",de9bac9a-f59b-4f23-9130-4c24eb5ba2da,1.0,5 W le bulb B22/E27 ,SIGNATURE LED BULB,LIGHT ITEMS ,2021-12-20 07:52:56.285000+00:00,1000.0,"[6.0, 10.0, 140.0]",150.0,2 Years,"Light Effect 100Lm
Led chip 2835
Voltag 85-265v
life :-50000
Luminous Flux :-450-500lm","[11.0, 20.0, 125.0]",SIGNATURE PREMIUM LED LIGHT,"[21.0, 50.0, 100.0]",LED BULB,25.0,"[51.0, 100.0, 78.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FSIGNATURE%20LED%20BULB%2F9W%20led%20Bulb%20B22%2FE27%20_be6d05fa-ba17-4756-ab6f-b04d4bf6b978.png?alt=media&token=b738bffe-19e8-46ca-8de1-07aff31dd9ed,"[1.0, 5.0, 275.0]",be6d05fa-ba17-4756-ab6f-b04d4bf6b978,1.0,9W led Bulb B22/E27 ,SIGNATURE LED BULB,LIGHT ITEMS ,2021-12-20 07:58:07.586000+00:00,1000.0,"[6.0, 10.0, 250.0]",275.0,2 Years,"Light Effect 100Lm
Led chip 2835
Voltag 85-265v
life :-50000
Luminous Flux :-450-500lm","[11.0, 50.0, 200.0]",SIGNATURE PREMIUM LED LIGHT,"[51.0, 100.0, 114.0]",LED BULB,25.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/SWITCH%20AND%20SOCKETS%2FSwift%20gold%2FGANG%20SWITCH%2F4%20Gang%20%2B13%20A%20MF%20Socket%20With%20Indicator%20_f9e2d9f8-14d1-4b1d-890c-b95277d0004e.png?alt=media&token=80dd7ea7-e5e0-4e6c-8a3a-86b4743b02a4,"[1.0, 10.0, 365.0]",f9e2d9f8-14d1-4b1d-890c-b95277d0004e,1.0,4 Gang +13 A MF Socket With Indicator ,GANG SWITCH,SWITCH AND SOCKETS,2022-01-04 08:58:20.858000+00:00,100.0,"[0.0, 0.0, 0.0]",365.0,No Guarantee,"Colour white
20 Year GUARANTEE
High Efficiency 
Modern  Design 
safety and Accurancy","[0.0, 0.0, 0.0]",Swift gold,"[0.0, 0.0, 0.0]",Swift gold,30.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FDrill%20Machine%2FPrescott%2010mm%20drill_5425560a-6f11-489c-b7e3-f6bccebfc1cd.png?alt=media&token=9fc8decd-51e0-463f-9743-cf7977017c33,"[1.0, 100.0, 3299.0]",5425560a-6f11-489c-b7e3-f6bccebfc1cd,1.0,Prescott 10mm drill,Drill Machine,MACHINERY  & Tools,2022-01-07 11:41:06.659000+00:00,100.0,"[0.0, 0.0, 0.0]",3299.0,No Guarantee,"550W
0-3100Rpm","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FWega%2F3%20W%20LED%20BULB%20B22%2FE27_72a24826-0740-4965-908f-95aaa2791896.png?alt=media&token=c74a7ac0-493f-4894-9c69-a34dcbe08ef4,"[1.0, 5.0, 75.0]",72a24826-0740-4965-908f-95aaa2791896,1.0,3 W LED BULB B22/E27,Wega,LIGHT ITEMS ,2021-12-20 06:54:09.504000+00:00,1000.0,"[6.0, 10.0, 70.0]",75.0,1 Year,"Light Effect 100Lm
Led chip 2835
Voltag 100-240v
life :-25000
Luminous Flux :-450-500lm","[11.0, 100.0, 67.5]",WEGA,"[0.0, 0.0, 0.0]",LED BULB,25.0,"[0.0, 0.0, 0.0]"
